t	Vt	phi	theta	psi	PN	PE	H	ele	ail	rud	eng	H_cmd
8.955000	28.824472	0.000000	-2.616695	0.000000	-833.136249	0.000000	45.020332	0.756269	0.000000	0.000000	0.000000	44.196465
8.965000	28.820383	0.000000	-2.615518	0.000000	-832.848676	0.000000	45.000969	0.755192	0.000000	0.000000	0.000000	44.178877
8.975000	28.816297	0.000000	-2.614333	0.000000	-832.561144	0.000000	44.981609	0.754118	0.000000	0.000000	0.000000	44.161290
8.985000	28.812213	0.000000	-2.613138	0.000000	-832.273652	0.000000	44.962252	0.753048	0.000000	0.000000	0.000000	44.143707
8.995000	28.808130	0.000000	-2.611936	0.000000	-831.986201	0.000000	44.942899	0.751983	0.000000	0.000000	0.000000	44.126125
9.005000	28.804050	0.000000	-2.610725	0.000000	-831.698791	0.000000	44.923548	0.750921	0.000000	0.000000	0.000000	44.108547
9.015000	28.799972	0.000000	-2.609506	0.000000	-831.411422	0.000000	44.904201	0.749862	0.000000	0.000000	0.000000	44.090970
9.025000	28.795895	0.000000	-2.608279	0.000000	-831.124093	0.000000	44.884857	0.748807	0.000000	0.000000	0.000000	44.073397
9.035000	28.791821	0.000000	-2.607044	0.000000	-830.836804	0.000000	44.865516	0.747756	0.000000	0.000000	0.000000	44.055825
9.045000	28.787748	0.000000	-2.605802	0.000000	-830.549557	0.000000	44.846178	0.746709	0.000000	0.000000	0.000000	44.038256
9.060000	28.781642	0.000000	-2.603924	0.000000	-830.118761	0.000000	44.817179	0.745665	0.000000	0.000000	0.000000	44.020690
9.070000	28.777574	0.000000	-2.602664	0.000000	-829.831615	0.000000	44.797850	0.744624	0.000000	0.000000	0.000000	44.003126
9.080000	28.773508	0.000000	-2.601396	0.000000	-829.544509	0.000000	44.778525	0.743587	0.000000	0.000000	0.000000	43.985565
9.090000	28.769444	0.000000	-2.600121	0.000000	-829.257444	0.000000	44.759203	0.742553	0.000000	0.000000	0.000000	43.968006
9.100000	28.765381	0.000000	-2.598840	0.000000	-828.970419	0.000000	44.739885	0.741523	0.000000	0.000000	0.000000	43.950449
9.110000	28.761320	0.000000	-2.597553	0.000000	-828.683435	0.000000	44.720571	0.740496	0.000000	0.000000	0.000000	43.932896
9.120000	28.757261	0.000000	-2.596259	0.000000	-828.396491	0.000000	44.701260	0.739472	0.000000	0.000000	0.000000	43.915344
9.135000	28.751176	0.000000	-2.594306	0.000000	-827.966151	0.000000	44.672302	0.737435	0.000000	0.000000	0.000000	43.880249
9.145000	28.747121	0.000000	-2.592997	0.000000	-827.679308	0.000000	44.653001	0.736420	0.000000	0.000000	0.000000	43.862704
9.155000	28.743068	0.000000	-2.591682	0.000000	-827.392506	0.000000	44.633704	0.735409	0.000000	0.000000	0.000000	43.845163
9.165000	28.739017	0.000000	-2.590361	0.000000	-827.105744	0.000000	44.614411	0.734401	0.000000	0.000000	0.000000	43.827624
9.175000	28.734967	0.000000	-2.589035	0.000000	-826.819022	0.000000	44.595121	0.733396	0.000000	0.000000	0.000000	43.810087
9.185000	28.730919	0.000000	-2.587703	0.000000	-826.532340	0.000000	44.575836	0.732395	0.000000	0.000000	0.000000	43.792553
9.195000	28.726873	0.000000	-2.586366	0.000000	-826.245699	0.000000	44.556555	0.731396	0.000000	0.000000	0.000000	43.775021
9.210000	28.720807	0.000000	-2.584351	0.000000	-825.815813	0.000000	44.527642	0.730400	0.000000	0.000000	0.000000	43.757492
9.220000	28.716764	0.000000	-2.583001	0.000000	-825.529272	0.000000	44.508371	0.729406	0.000000	0.000000	0.000000	43.739965
9.230000	28.712724	0.000000	-2.581647	0.000000	-825.242772	0.000000	44.489104	0.728416	0.000000	0.000000	0.000000	43.722441
9.240000	28.708685	0.000000	-2.580288	0.000000	-824.956312	0.000000	44.469842	0.727429	0.000000	0.000000	0.000000	43.704919
9.250000	28.704648	0.000000	-2.578924	0.000000	-824.669892	0.000000	44.450584	0.726444	0.000000	0.000000	0.000000	43.687399
9.260000	28.700612	0.000000	-2.577556	0.000000	-824.383512	0.000000	44.431331	0.725462	0.000000	0.000000	0.000000	43.669883
9.270000	28.696578	0.000000	-2.576184	0.000000	-824.097172	0.000000	44.412081	0.724483	0.000000	0.000000	0.000000	43.652368
9.280000	28.692545	0.000000	-2.574808	0.000000	-823.810873	0.000000	44.392836	0.723506	0.000000	0.000000	0.000000	43.634856
9.290000	28.688514	0.000000	-2.573428	0.000000	-823.524613	0.000000	44.373596	0.722532	0.000000	0.000000	0.000000	43.617346
9.300000	28.684484	0.000000	-2.572044	0.000000	-823.238394	0.000000	44.354360	0.721561	0.000000	0.000000	0.000000	43.599839
9.310000	28.680456	0.000000	-2.570656	0.000000	-822.952215	0.000000	44.335128	0.720592	0.000000	0.000000	0.000000	43.582334
9.330000	28.672405	0.000000	-2.567869	0.000000	-822.379977	0.000000	44.296679	0.718662	0.000000	0.000000	0.000000	43.547332
9.340000	28.668381	0.000000	-2.566470	0.000000	-822.093918	0.000000	44.277461	0.717700	0.000000	0.000000	0.000000	43.529835
9.350000	28.664359	0.000000	-2.565069	0.000000	-821.807898	0.000000	44.258247	0.716741	0.000000	0.000000	0.000000	43.512340
9.360000	28.660339	0.000000	-2.563664	0.000000	-821.521919	0.000000	44.239038	0.715785	0.000000	0.000000	0.000000	43.494848
9.370000	28.656320	0.000000	-2.562255	0.000000	-821.235980	0.000000	44.219834	0.714830	0.000000	0.000000	0.000000	43.477358
9.380000	28.652302	0.000000	-2.560844	0.000000	-820.950081	0.000000	44.200634	0.713878	0.000000	0.000000	0.000000	43.459870
9.390000	28.648286	0.000000	-2.559430	0.000000	-820.664222	0.000000	44.181440	0.712929	0.000000	0.000000	0.000000	43.442385
9.400000	28.644271	0.000000	-2.558014	0.000000	-820.378403	0.000000	44.162249	0.711981	0.000000	0.000000	0.000000	43.424902
9.410000	28.640258	0.000000	-2.556594	0.000000	-820.092623	0.000000	44.143064	0.711036	0.000000	0.000000	0.000000	43.407422
9.420000	28.636246	0.000000	-2.555173	0.000000	-819.806884	0.000000	44.123883	0.710093	0.000000	0.000000	0.000000	43.389944
9.435000	28.630231	0.000000	-2.553035	0.000000	-819.378349	0.000000	44.095121	0.708214	0.000000	0.000000	0.000000	43.354996
9.445000	28.626223	0.000000	-2.551607	0.000000	-819.092709	0.000000	44.075953	0.707277	0.000000	0.000000	0.000000	43.337526
9.455000	28.622216	0.000000	-2.550177	0.000000	-818.807110	0.000000	44.056789	0.706343	0.000000	0.000000	0.000000	43.320058
9.465000	28.618211	0.000000	-2.548745	0.000000	-818.521549	0.000000	44.037630	0.705410	0.000000	0.000000	0.000000	43.302592
9.475000	28.614207	0.000000	-2.547311	0.000000	-818.236029	0.000000	44.018476	0.704480	0.000000	0.000000	0.000000	43.285129
9.485000	28.610204	0.000000	-2.545875	0.000000	-817.950549	0.000000	43.999326	0.703551	0.000000	0.000000	0.000000	43.267668
9.495000	28.606203	0.000000	-2.544437	0.000000	-817.665108	0.000000	43.980182	0.702624	0.000000	0.000000	0.000000	43.250210
9.510000	28.600204	0.000000	-2.542277	0.000000	-817.237021	0.000000	43.951475	0.701700	0.000000	0.000000	0.000000	43.232754
9.520000	28.596206	0.000000	-2.540835	0.000000	-816.951680	0.000000	43.932343	0.700777	0.000000	0.000000	0.000000	43.215300
9.530000	28.592209	0.000000	-2.539392	0.000000	-816.666378	0.000000	43.913215	0.699856	0.000000	0.000000	0.000000	43.197849
9.540000	28.588214	0.000000	-2.537947	0.000000	-816.381116	0.000000	43.894093	0.698937	0.000000	0.000000	0.000000	43.180401
9.550000	28.584221	0.000000	-2.536500	0.000000	-816.095894	0.000000	43.874976	0.698019	0.000000	0.000000	0.000000	43.162955
9.560000	28.580228	0.000000	-2.535053	0.000000	-815.810712	0.000000	43.855864	0.697104	0.000000	0.000000	0.000000	43.145511
9.570000	28.576237	0.000000	-2.533604	0.000000	-815.525569	0.000000	43.836757	0.696190	0.000000	0.000000	0.000000	43.128070
9.580000	28.572248	0.000000	-2.532154	0.000000	-815.240466	0.000000	43.817655	0.695278	0.000000	0.000000	0.000000	43.110631
9.590000	28.568259	0.000000	-2.530703	0.000000	-814.955402	0.000000	43.798558	0.694367	0.000000	0.000000	0.000000	43.093194
9.600000	28.564272	0.000000	-2.529251	0.000000	-814.670378	0.000000	43.779466	0.693458	0.000000	0.000000	0.000000	43.075760
9.615000	28.558294	0.000000	-2.527071	0.000000	-814.242916	0.000000	43.750837	0.691646	0.000000	0.000000	0.000000	43.040900
9.625000	28.554311	0.000000	-2.525617	0.000000	-813.957991	0.000000	43.731758	0.690742	0.000000	0.000000	0.000000	43.023473
9.635000	28.550328	0.000000	-2.524163	0.000000	-813.673106	0.000000	43.712684	0.689839	0.000000	0.000000	0.000000	43.006048
9.645000	28.546347	0.000000	-2.522707	0.000000	-813.388260	0.000000	43.693614	0.688938	0.000000	0.000000	0.000000	42.988627
9.660000	28.540378	0.000000	-2.520523	0.000000	-812.961066	0.000000	43.665020	0.688039	0.000000	0.000000	0.000000	42.971207
9.670000	28.536401	0.000000	-2.519067	0.000000	-812.676319	0.000000	43.645964	0.687141	0.000000	0.000000	0.000000	42.953790
9.680000	28.532424	0.000000	-2.517610	0.000000	-812.391611	0.000000	43.626913	0.686244	0.000000	0.000000	0.000000	42.936375
9.690000	28.528449	0.000000	-2.516153	0.000000	-812.106943	0.000000	43.607867	0.685349	0.000000	0.000000	0.000000	42.918963
9.700000	28.524475	0.000000	-2.514695	0.000000	-811.822315	0.000000	43.588826	0.684456	0.000000	0.000000	0.000000	42.901553
9.710000	28.520503	0.000000	-2.513237	0.000000	-811.537726	0.000000	43.569790	0.683563	0.000000	0.000000	0.000000	42.884146
9.720000	28.516531	0.000000	-2.511780	0.000000	-811.253177	0.000000	43.550759	0.682672	0.000000	0.000000	0.000000	42.866741
9.730000	28.512561	0.000000	-2.510322	0.000000	-810.968667	0.000000	43.531733	0.681783	0.000000	0.000000	0.000000	42.849338
9.740000	28.508593	0.000000	-2.508864	0.000000	-810.684196	0.000000	43.512713	0.680895	0.000000	0.000000	0.000000	42.831938
9.755000	28.502642	0.000000	-2.506677	0.000000	-810.257564	0.000000	43.484192	0.679122	0.000000	0.000000	0.000000	42.797145
9.765000	28.498677	0.000000	-2.505219	0.000000	-809.973192	0.000000	43.465185	0.678237	0.000000	0.000000	0.000000	42.779752
9.775000	28.494713	0.000000	-2.503762	0.000000	-809.688859	0.000000	43.446183	0.677354	0.000000	0.000000	0.000000	42.762361
9.785000	28.490750	0.000000	-2.502304	0.000000	-809.404566	0.000000	43.427185	0.676472	0.000000	0.000000	0.000000	42.744973
9.795000	28.486788	0.000000	-2.500847	0.000000	-809.120312	0.000000	43.408194	0.675591	0.000000	0.000000	0.000000	42.727588
9.805000	28.482828	0.000000	-2.499391	0.000000	-808.836097	0.000000	43.389207	0.674711	0.000000	0.000000	0.000000	42.710204
9.815000	28.478869	0.000000	-2.497934	0.000000	-808.551922	0.000000	43.370225	0.673832	0.000000	0.000000	0.000000	42.692823
9.825000	28.474911	0.000000	-2.496479	0.000000	-808.267786	0.000000	43.351249	0.672955	0.000000	0.000000	0.000000	42.675445
9.835000	28.470955	0.000000	-2.495023	0.000000	-807.983690	0.000000	43.332278	0.672078	0.000000	0.000000	0.000000	42.658069
9.845000	28.467000	0.000000	-2.493569	0.000000	-807.699632	0.000000	43.313312	0.671203	0.000000	0.000000	0.000000	42.640695
9.860000	28.461069	0.000000	-2.491388	0.000000	-807.273620	0.000000	43.284873	0.670328	0.000000	0.000000	0.000000	42.623324
9.870000	28.457117	0.000000	-2.489934	0.000000	-806.989661	0.000000	43.265920	0.669455	0.000000	0.000000	0.000000	42.605955
9.880000	28.453166	0.000000	-2.488482	0.000000	-806.705741	0.000000	43.246972	0.668583	0.000000	0.000000	0.000000	42.588588
9.890000	28.449217	0.000000	-2.487030	0.000000	-806.421860	0.000000	43.228030	0.667711	0.000000	0.000000	0.000000	42.571224
9.900000	28.445269	0.000000	-2.485579	0.000000	-806.138019	0.000000	43.209092	0.666841	0.000000	0.000000	0.000000	42.553863
9.910000	28.441322	0.000000	-2.484129	0.000000	-805.854217	0.000000	43.190160	0.665971	0.000000	0.000000	0.000000	42.536503
9.920000	28.437376	0.000000	-2.482680	0.000000	-805.570454	0.000000	43.171233	0.665103	0.000000	0.000000	0.000000	42.519147
9.930000	28.433432	0.000000	-2.481232	0.000000	-805.286730	0.000000	43.152311	0.664235	0.000000	0.000000	0.000000	42.501792
9.940000	28.429489	0.000000	-2.479784	0.000000	-805.003046	0.000000	43.133395	0.663368	0.000000	0.000000	0.000000	42.484440
9.955000	28.423576	0.000000	-2.477615	0.000000	-804.577592	0.000000	43.105029	0.661638	0.000000	0.000000	0.000000	42.449743
9.965000	28.419636	0.000000	-2.476171	0.000000	-804.294005	0.000000	43.086126	0.660773	0.000000	0.000000	0.000000	42.432398
9.975000	28.415698	0.000000	-2.474727	0.000000	-804.010458	0.000000	43.067227	0.659910	0.000000	0.000000	0.000000	42.415056
9.985000	28.411760	0.000000	-2.473284	0.000000	-803.726949	0.000000	43.048334	0.659047	0.000000	0.000000	0.000000	42.397715
9.995000	28.407824	0.000000	-2.471843	0.000000	-803.443480	0.000000	43.029446	0.658186	0.000000	0.000000	0.000000	42.380378
10.005000	28.403889	0.000000	-2.470403	0.000000	-803.160050	0.000000	43.010563	0.657325	0.000000	0.000000	0.000000	42.363042
10.020000	28.397990	0.000000	-2.468245	0.000000	-802.734978	0.000000	42.982248	0.656464	0.000000	0.000000	0.000000	42.345709
10.030000	28.394058	0.000000	-2.466808	0.000000	-802.451645	0.000000	42.963378	0.655605	0.000000	0.000000	0.000000	42.328379
10.040000	28.390128	0.000000	-2.465372	0.000000	-802.168352	0.000000	42.944513	0.654746	0.000000	0.000000	0.000000	42.311051
10.050000	28.386198	0.000000	-2.463938	0.000000	-801.885097	0.000000	42.925654	0.653888	0.000000	0.000000	0.000000	42.293725
10.060000	28.382271	0.000000	-2.462505	0.000000	-801.601882	0.000000	42.906799	0.653030	0.000000	0.000000	0.000000	42.276402
10.070000	28.378344	0.000000	-2.461073	0.000000	-801.318705	0.000000	42.887950	0.652174	0.000000	0.000000	0.000000	42.259081
10.080000	28.374419	0.000000	-2.459643	0.000000	-801.035568	0.000000	42.869106	0.651317	0.000000	0.000000	0.000000	42.241762
10.095000	28.368533	0.000000	-2.457500	0.000000	-800.610935	0.000000	42.840849	0.649607	0.000000	0.000000	0.000000	42.207132
10.100000	28.366572	0.000000	-2.456787	0.000000	-800.469410	0.000000	42.831432	0.649607	0.000000	0.000000	0.000000	42.207132
10.115000	28.360690	0.000000	-2.454648	0.000000	-800.044894	0.000000	42.803191	0.647899	0.000000	0.000000	0.000000	42.172511
10.125000	28.356771	0.000000	-2.453225	0.000000	-799.761932	0.000000	42.784370	0.647046	0.000000	0.000000	0.000000	42.155205
10.135000	28.352852	0.000000	-2.451803	0.000000	-799.479009	0.000000	42.765554	0.646193	0.000000	0.000000	0.000000	42.137900
10.145000	28.348935	0.000000	-2.450383	0.000000	-799.196125	0.000000	42.746743	0.645341	0.000000	0.000000	0.000000	42.120598
10.155000	28.345020	0.000000	-2.448964	0.000000	-798.913279	0.000000	42.727937	0.644490	0.000000	0.000000	0.000000	42.103299
10.165000	28.341105	0.000000	-2.447547	0.000000	-798.630473	0.000000	42.709136	0.643639	0.000000	0.000000	0.000000	42.086002
10.175000	28.337192	0.000000	-2.446131	0.000000	-798.347706	0.000000	42.690340	0.642789	0.000000	0.000000	0.000000	42.068707
10.185000	28.333280	0.000000	-2.444718	0.000000	-798.064977	0.000000	42.671549	0.641939	0.000000	0.000000	0.000000	42.051414
10.200000	28.327415	0.000000	-2.442600	0.000000	-797.640957	0.000000	42.643373	0.641089	0.000000	0.000000	0.000000	42.034124
10.210000	28.323507	0.000000	-2.441191	0.000000	-797.358325	0.000000	42.624595	0.640240	0.000000	0.000000	0.000000	42.016837
10.220000	28.319599	0.000000	-2.439783	0.000000	-797.075733	0.000000	42.605822	0.639392	0.000000	0.000000	0.000000	41.999551
10.230000	28.315693	0.000000	-2.438377	0.000000	-796.793179	0.000000	42.587054	0.638544	0.000000	0.000000	0.000000	41.982268
10.240000	28.311789	0.000000	-2.436973	0.000000	-796.510664	0.000000	42.568291	0.637696	0.000000	0.000000	0.000000	41.964988
10.250000	28.307885	0.000000	-2.435570	0.000000	-796.228188	0.000000	42.549533	0.636849	0.000000	0.000000	0.000000	41.947710
10.260000	28.303983	0.000000	-2.434170	0.000000	-795.945750	0.000000	42.530780	0.636002	0.000000	0.000000	0.000000	41.930434
10.275000	28.298132	0.000000	-2.432072	0.000000	-795.522167	0.000000	42.502660	0.634309	0.000000	0.000000	0.000000	41.895889
10.285000	28.294233	0.000000	-2.430676	0.000000	-795.239826	0.000000	42.483920	0.633463	0.000000	0.000000	0.000000	41.878621
10.295000	28.290336	0.000000	-2.429282	0.000000	-794.957524	0.000000	42.465184	0.632618	0.000000	0.000000	0.000000	41.861354
10.305000	28.286440	0.000000	-2.427890	0.000000	-794.675261	0.000000	42.446454	0.631773	0.000000	0.000000	0.000000	41.844090
10.315000	28.282545	0.000000	-2.426499	0.000000	-794.393037	0.000000	42.427728	0.630928	0.000000	0.000000	0.000000	41.826829
10.325000	28.278651	0.000000	-2.425111	0.000000	-794.110851	0.000000	42.409008	0.630084	0.000000	0.000000	0.000000	41.809570
10.335000	28.274759	0.000000	-2.423724	0.000000	-793.828704	0.000000	42.390292	0.629240	0.000000	0.000000	0.000000	41.792313
10.345000	28.270868	0.000000	-2.422339	0.000000	-793.546596	0.000000	42.371582	0.628396	0.000000	0.000000	0.000000	41.775058
10.360000	28.265034	0.000000	-2.420266	0.000000	-793.123506	0.000000	42.343525	0.627553	0.000000	0.000000	0.000000	41.757806
10.370000	28.261146	0.000000	-2.418886	0.000000	-792.841494	0.000000	42.324827	0.626710	0.000000	0.000000	0.000000	41.740556
10.380000	28.257260	0.000000	-2.417508	0.000000	-792.559521	0.000000	42.306133	0.625867	0.000000	0.000000	0.000000	41.723309
10.390000	28.253375	0.000000	-2.416133	0.000000	-792.277587	0.000000	42.287445	0.625024	0.000000	0.000000	0.000000	41.706064
10.400000	28.249491	0.000000	-2.414759	0.000000	-791.995691	0.000000	42.268761	0.624182	0.000000	0.000000	0.000000	41.688821
10.410000	28.245609	0.000000	-2.413387	0.000000	-791.713834	0.000000	42.250082	0.623340	0.000000	0.000000	0.000000	41.671581
10.420000	28.241728	0.000000	-2.412017	0.000000	-791.432015	0.000000	42.231408	0.622498	0.000000	0.000000	0.000000	41.654343
10.430000	28.237848	0.000000	-2.410649	0.000000	-791.150235	0.000000	42.212739	0.621656	0.000000	0.000000	0.000000	41.637108
10.440000	28.233970	0.000000	-2.409283	0.000000	-790.868493	0.000000	42.194075	0.620815	0.000000	0.000000	0.000000	41.619874
10.450000	28.230093	0.000000	-2.407919	0.000000	-790.586790	0.000000	42.175416	0.619973	0.000000	0.000000	0.000000	41.602643
10.460000	28.226217	0.000000	-2.406557	0.000000	-790.305126	0.000000	42.156761	0.619132	0.000000	0.000000	0.000000	41.585415
10.470000	28.222343	0.000000	-2.405197	0.000000	-790.023500	0.000000	42.138111	0.618291	0.000000	0.000000	0.000000	41.568189
10.480000	28.218470	0.000000	-2.403840	0.000000	-789.741912	0.000000	42.119466	0.617451	0.000000	0.000000	0.000000	41.550965
10.490000	28.214598	0.000000	-2.402484	0.000000	-789.460363	0.000000	42.100826	0.616610	0.000000	0.000000	0.000000	41.533744
10.500000	28.210728	0.000000	-2.401130	0.000000	-789.178853	0.000000	42.082191	0.615770	0.000000	0.000000	0.000000	41.516524
10.515000	28.204925	0.000000	-2.399103	0.000000	-788.756659	0.000000	42.054247	0.614089	0.000000	0.000000	0.000000	41.482093
10.525000	28.201058	0.000000	-2.397755	0.000000	-788.475245	0.000000	42.035623	0.613249	0.000000	0.000000	0.000000	41.464881
10.535000	28.197192	0.000000	-2.396408	0.000000	-788.193869	0.000000	42.017004	0.612410	0.000000	0.000000	0.000000	41.447672
10.545000	28.193328	0.000000	-2.395064	0.000000	-787.912532	0.000000	41.998390	0.611570	0.000000	0.000000	0.000000	41.430464
10.555000	28.189465	0.000000	-2.393721	0.000000	-787.631233	0.000000	41.979781	0.610730	0.000000	0.000000	0.000000	41.413259
10.565000	28.185604	0.000000	-2.392381	0.000000	-787.349972	0.000000	41.961176	0.609891	0.000000	0.000000	0.000000	41.396057
10.575000	28.181744	0.000000	-2.391043	0.000000	-787.068750	0.000000	41.942577	0.609052	0.000000	0.000000	0.000000	41.378856
10.590000	28.175956	0.000000	-2.389039	0.000000	-786.646988	0.000000	41.914686	0.608212	0.000000	0.000000	0.000000	41.361658
10.600000	28.172100	0.000000	-2.387706	0.000000	-786.365862	0.000000	41.896097	0.607373	0.000000	0.000000	0.000000	41.344463
10.610000	28.168244	0.000000	-2.386375	0.000000	-786.084774	0.000000	41.877514	0.606534	0.000000	0.000000	0.000000	41.327269
10.620000	28.164390	0.000000	-2.385046	0.000000	-785.803724	0.000000	41.858935	0.605695	0.000000	0.000000	0.000000	41.310079
10.630000	28.160538	0.000000	-2.383719	0.000000	-785.522712	0.000000	41.840361	0.604856	0.000000	0.000000	0.000000	41.292890
10.640000	28.156687	0.000000	-2.382394	0.000000	-785.241739	0.000000	41.821791	0.604017	0.000000	0.000000	0.000000	41.275704
10.650000	28.152837	0.000000	-2.381072	0.000000	-784.960804	0.000000	41.803226	0.603178	0.000000	0.000000	0.000000	41.258520
10.660000	28.148989	0.000000	-2.379751	0.000000	-784.679908	0.000000	41.784666	0.602339	0.000000	0.000000	0.000000	41.241338
10.670000	28.145142	0.000000	-2.378432	0.000000	-784.399049	0.000000	41.766110	0.601501	0.000000	0.000000	0.000000	41.224159
10.680000	28.141296	0.000000	-2.377116	0.000000	-784.118229	0.000000	41.747559	0.600662	0.000000	0.000000	0.000000	41.206982
10.695000	28.135530	0.000000	-2.375145	0.000000	-783.697071	0.000000	41.719740	0.598984	0.000000	0.000000	0.000000	41.172636
10.705000	28.131688	0.000000	-2.373833	0.000000	-783.416346	0.000000	41.701201	0.598146	0.000000	0.000000	0.000000	41.155466
10.715000	28.127848	0.000000	-2.372524	0.000000	-783.135660	0.000000	41.682665	0.597307	0.000000	0.000000	0.000000	41.138298
10.725000	28.124008	0.000000	-2.371217	0.000000	-782.855012	0.000000	41.664135	0.596468	0.000000	0.000000	0.000000	41.121133
10.735000	28.120171	0.000000	-2.369911	0.000000	-782.574402	0.000000	41.645608	0.595630	0.000000	0.000000	0.000000	41.103970
10.745000	28.116334	0.000000	-2.368608	0.000000	-782.293830	0.000000	41.627087	0.594791	0.000000	0.000000	0.000000	41.086810
10.755000	28.112499	0.000000	-2.367307	0.000000	-782.013296	0.000000	41.608569	0.593952	0.000000	0.000000	0.000000	41.069652
10.765000	28.108666	0.000000	-2.366008	0.000000	-781.732801	0.000000	41.590057	0.593114	0.000000	0.000000	0.000000	41.052496
10.775000	28.104833	0.000000	-2.364711	0.000000	-781.452343	0.000000	41.571548	0.592275	0.000000	0.000000	0.000000	41.035342
10.790000	28.099088	0.000000	-2.362769	0.000000	-781.031729	0.000000	41.543794	0.591436	0.000000	0.000000	0.000000	41.018191
10.800000	28.095259	0.000000	-2.361477	0.000000	-780.751366	0.000000	41.525297	0.590598	0.000000	0.000000	0.000000	41.001042
10.810000	28.091432	0.000000	-2.360187	0.000000	-780.471042	0.000000	41.506804	0.589759	0.000000	0.000000	0.000000	40.983896
10.820000	28.087606	0.000000	-2.358899	0.000000	-780.190756	0.000000	41.488316	0.588920	0.000000	0.000000	0.000000	40.966751
10.830000	28.083782	0.000000	-2.357613	0.000000	-779.910508	0.000000	41.469832	0.588081	0.000000	0.000000	0.000000	40.949610
10.840000	28.079959	0.000000	-2.356329	0.000000	-779.630298	0.000000	41.451353	0.587242	0.000000	0.000000	0.000000	40.932470
10.855000	28.074227	0.000000	-2.354407	0.000000	-779.210054	0.000000	41.423642	0.585564	0.000000	0.000000	0.000000	40.898198
10.865000	28.070408	0.000000	-2.353128	0.000000	-778.929939	0.000000	41.405173	0.584725	0.000000	0.000000	0.000000	40.881065
10.875000	28.066590	0.000000	-2.351851	0.000000	-778.649862	0.000000	41.386709	0.583886	0.000000	0.000000	0.000000	40.863935
10.885000	28.062774	0.000000	-2.350576	0.000000	-778.369823	0.000000	41.368249	0.583047	0.000000	0.000000	0.000000	40.846807
10.895000	28.058959	0.000000	-2.349303	0.000000	-778.089822	0.000000	41.349794	0.582207	0.000000	0.000000	0.000000	40.829682
10.905000	28.055145	0.000000	-2.348032	0.000000	-777.809859	0.000000	41.331342	0.581368	0.000000	0.000000	0.000000	40.812558
10.920000	28.049427	0.000000	-2.346129	0.000000	-777.389985	0.000000	41.303674	0.580528	0.000000	0.000000	0.000000	40.795437
10.930000	28.045618	0.000000	-2.344863	0.000000	-777.110117	0.000000	41.285233	0.579689	0.000000	0.000000	0.000000	40.778319
10.940000	28.041809	0.000000	-2.343598	0.000000	-776.830287	0.000000	41.266797	0.578849	0.000000	0.000000	0.000000	40.761202
10.950000	28.038002	0.000000	-2.342336	0.000000	-776.550494	0.000000	41.248365	0.578010	0.000000	0.000000	0.000000	40.744088
10.960000	28.034197	0.000000	-2.341076	0.000000	-776.270739	0.000000	41.229938	0.577170	0.000000	0.000000	0.000000	40.726977
10.970000	28.030393	0.000000	-2.339817	0.000000	-775.991022	0.000000	41.211514	0.576330	0.000000	0.000000	0.000000	40.709867
10.980000	28.026590	0.000000	-2.338561	0.000000	-775.711343	0.000000	41.193095	0.575490	0.000000	0.000000	0.000000	40.692760
10.990000	28.022789	0.000000	-2.337306	0.000000	-775.431702	0.000000	41.174680	0.574650	0.000000	0.000000	0.000000	40.675655
11.000000	28.018989	0.000000	-2.336053	0.000000	-775.152099	0.000000	41.156270	0.573810	0.000000	0.000000	0.000000	40.658553
11.010000	28.015191	0.000000	-2.334803	0.000000	-774.872533	0.000000	41.137863	0.572969	0.000000	0.000000	0.000000	40.641453
11.020000	28.011394	0.000000	-2.333554	0.000000	-774.593005	0.000000	41.119461	0.572129	0.000000	0.000000	0.000000	40.624355
11.030000	28.007599	0.000000	-2.332306	0.000000	-774.313515	0.000000	41.101063	0.571288	0.000000	0.000000	0.000000	40.607260
11.045000	28.001909	0.000000	-2.330439	0.000000	-773.894351	0.000000	41.073473	0.569607	0.000000	0.000000	0.000000	40.573076
11.055000	27.998118	0.000000	-2.329197	0.000000	-773.614955	0.000000	41.055086	0.568766	0.000000	0.000000	0.000000	40.555987
11.065000	27.994328	0.000000	-2.327956	0.000000	-773.335597	0.000000	41.036702	0.567925	0.000000	0.000000	0.000000	40.538901
11.075000	27.990539	0.000000	-2.326717	0.000000	-773.056277	0.000000	41.018323	0.567084	0.000000	0.000000	0.000000	40.521817
11.085000	27.986752	0.000000	-2.325481	0.000000	-772.776994	0.000000	40.999948	0.566243	0.000000	0.000000	0.000000	40.504735
11.095000	27.982966	0.000000	-2.324245	0.000000	-772.497749	0.000000	40.981576	0.565401	0.000000	0.000000	0.000000	40.487656
11.105000	27.979182	0.000000	-2.323012	0.000000	-772.218542	0.000000	40.963209	0.564560	0.000000	0.000000	0.000000	40.470579
11.120000	27.973509	0.000000	-2.321165	0.000000	-771.799802	0.000000	40.935666	0.563718	0.000000	0.000000	0.000000	40.453504
11.130000	27.969729	0.000000	-2.319937	0.000000	-771.520689	0.000000	40.917310	0.562876	0.000000	0.000000	0.000000	40.436432
11.140000	27.965950	0.000000	-2.318709	0.000000	-771.241613	0.000000	40.898957	0.562034	0.000000	0.000000	0.000000	40.419361
11.150000	27.962173	0.000000	-2.317484	0.000000	-770.962575	0.000000	40.880608	0.561192	0.000000	0.000000	0.000000	40.402294
