t	Vt	phi	theta	psi	PN	PE	H	ele	ail	rud	eng	H_cmd
20.070000	25.151290	0.000000	-1.377922	0.000000	-535.293937	0.000000	25.675545	-0.204714	0.000000	0.000000	0.000000	25.987325
20.080000	25.148579	0.000000	-1.376899	0.000000	-535.042945	0.000000	25.659573	-0.205600	0.000000	0.000000	0.000000	25.971973
20.090000	25.145869	0.000000	-1.375877	0.000000	-534.791981	0.000000	25.643603	-0.206487	0.000000	0.000000	0.000000	25.956623
20.100000	25.143159	0.000000	-1.374854	0.000000	-534.541043	0.000000	25.627635	-0.207373	0.000000	0.000000	0.000000	25.941274
20.110000	25.140451	0.000000	-1.373831	0.000000	-534.290133	0.000000	25.611669	-0.208260	0.000000	0.000000	0.000000	25.925927
20.125000	25.136389	0.000000	-1.372297	0.000000	-533.913817	0.000000	25.587725	-0.210034	0.000000	0.000000	0.000000	25.895237
20.135000	25.133681	0.000000	-1.371274	0.000000	-533.662974	0.000000	25.571764	-0.210921	0.000000	0.000000	0.000000	25.879895
20.145000	25.130975	0.000000	-1.370251	0.000000	-533.412158	0.000000	25.555805	-0.211808	0.000000	0.000000	0.000000	25.864555
20.155000	25.128269	0.000000	-1.369227	0.000000	-533.161369	0.000000	25.539849	-0.212695	0.000000	0.000000	0.000000	25.849216
20.165000	25.125563	0.000000	-1.368204	0.000000	-532.910607	0.000000	25.523894	-0.213582	0.000000	0.000000	0.000000	25.833878
20.175000	25.122859	0.000000	-1.367180	0.000000	-532.659872	0.000000	25.507942	-0.214469	0.000000	0.000000	0.000000	25.818543
20.190000	25.118803	0.000000	-1.365644	0.000000	-532.283820	0.000000	25.484017	-0.215357	0.000000	0.000000	0.000000	25.803209
20.200000	25.116099	0.000000	-1.364620	0.000000	-532.033152	0.000000	25.468070	-0.216244	0.000000	0.000000	0.000000	25.787876
20.210000	25.113397	0.000000	-1.363596	0.000000	-531.782511	0.000000	25.452125	-0.217132	0.000000	0.000000	0.000000	25.772546
20.220000	25.110695	0.000000	-1.362571	0.000000	-531.531897	0.000000	25.436182	-0.218019	0.000000	0.000000	0.000000	25.757217
20.230000	25.107993	0.000000	-1.361547	0.000000	-531.281310	0.000000	25.420241	-0.218907	0.000000	0.000000	0.000000	25.741889
20.240000	25.105293	0.000000	-1.360522	0.000000	-531.030750	0.000000	25.404301	-0.219795	0.000000	0.000000	0.000000	25.726564
20.250000	25.102592	0.000000	-1.359498	0.000000	-530.780217	0.000000	25.388364	-0.220682	0.000000	0.000000	0.000000	25.711240
20.265000	25.098543	0.000000	-1.357960	0.000000	-530.404468	0.000000	25.364463	-0.222458	0.000000	0.000000	0.000000	25.680596
20.275000	25.095845	0.000000	-1.356935	0.000000	-530.154002	0.000000	25.348531	-0.223346	0.000000	0.000000	0.000000	25.665277
20.285000	25.093147	0.000000	-1.355910	0.000000	-529.903564	0.000000	25.332601	-0.224234	0.000000	0.000000	0.000000	25.649960
20.295000	25.090449	0.000000	-1.354885	0.000000	-529.653152	0.000000	25.316673	-0.225123	0.000000	0.000000	0.000000	25.634644
20.305000	25.087752	0.000000	-1.353859	0.000000	-529.402767	0.000000	25.300747	-0.226011	0.000000	0.000000	0.000000	25.619330
20.315000	25.085056	0.000000	-1.352833	0.000000	-529.152409	0.000000	25.284824	-0.226899	0.000000	0.000000	0.000000	25.604017
20.325000	25.082361	0.000000	-1.351808	0.000000	-528.902077	0.000000	25.268902	-0.227788	0.000000	0.000000	0.000000	25.588706
20.335000	25.079666	0.000000	-1.350782	0.000000	-528.651773	0.000000	25.252982	-0.228676	0.000000	0.000000	0.000000	25.573397
20.345000	25.076971	0.000000	-1.349756	0.000000	-528.401495	0.000000	25.237065	-0.229565	0.000000	0.000000	0.000000	25.558089
20.360000	25.072931	0.000000	-1.348216	0.000000	-528.026129	0.000000	25.213192	-0.230453	0.000000	0.000000	0.000000	25.542783
20.370000	25.070238	0.000000	-1.347190	0.000000	-527.775919	0.000000	25.197280	-0.231342	0.000000	0.000000	0.000000	25.527479
20.380000	25.067546	0.000000	-1.346164	0.000000	-527.525736	0.000000	25.181369	-0.232231	0.000000	0.000000	0.000000	25.512176
20.390000	25.064854	0.000000	-1.345137	0.000000	-527.275579	0.000000	25.165461	-0.233120	0.000000	0.000000	0.000000	25.496875
20.400000	25.062163	0.000000	-1.344110	0.000000	-527.025449	0.000000	25.149555	-0.234009	0.000000	0.000000	0.000000	25.481576
20.410000	25.059473	0.000000	-1.343083	0.000000	-526.775346	0.000000	25.133650	-0.234898	0.000000	0.000000	0.000000	25.466278
20.420000	25.056783	0.000000	-1.342056	0.000000	-526.525270	0.000000	25.117748	-0.235787	0.000000	0.000000	0.000000	25.450982
20.435000	25.052750	0.000000	-1.340516	0.000000	-526.150206	0.000000	25.093899	-0.237565	0.000000	0.000000	0.000000	25.420395
20.445000	25.050061	0.000000	-1.339488	0.000000	-525.900197	0.000000	25.078002	-0.238454	0.000000	0.000000	0.000000	25.405103
20.455000	25.047374	0.000000	-1.338461	0.000000	-525.650214	0.000000	25.062106	-0.239344	0.000000	0.000000	0.000000	25.389814
20.465000	25.044687	0.000000	-1.337433	0.000000	-525.400259	0.000000	25.046213	-0.240233	0.000000	0.000000	0.000000	25.374526
20.480000	25.040657	0.000000	-1.335892	0.000000	-525.025376	0.000000	25.022378	-0.241123	0.000000	0.000000	0.000000	25.359240
20.490000	25.037972	0.000000	-1.334864	0.000000	-524.775487	0.000000	25.006490	-0.242013	0.000000	0.000000	0.000000	25.343955
20.500000	25.035287	0.000000	-1.333836	0.000000	-524.525625	0.000000	24.990604	-0.242902	0.000000	0.000000	0.000000	25.328672
20.505000	25.033944	0.000000	-1.333322	0.000000	-524.400705	0.000000	24.982662	-0.243792	0.000000	0.000000	0.000000	25.313390
20.515000	25.031260	0.000000	-1.332293	0.000000	-524.150883	0.000000	24.966779	-0.244682	0.000000	0.000000	0.000000	25.298111
20.530000	25.027235	0.000000	-1.330751	0.000000	-523.776201	0.000000	24.942958	-0.245572	0.000000	0.000000	0.000000	25.282833
20.540000	25.024553	0.000000	-1.329722	0.000000	-523.526446	0.000000	24.927081	-0.246462	0.000000	0.000000	0.000000	25.267556
20.550000	25.021871	0.000000	-1.328694	0.000000	-523.276718	0.000000	24.911205	-0.247352	0.000000	0.000000	0.000000	25.252281
20.560000	25.019190	0.000000	-1.327665	0.000000	-523.027017	0.000000	24.895331	-0.248242	0.000000	0.000000	0.000000	25.237008
20.570000	25.016509	0.000000	-1.326636	0.000000	-522.777342	0.000000	24.879460	-0.249132	0.000000	0.000000	0.000000	25.221737
20.580000	25.013829	0.000000	-1.325607	0.000000	-522.527694	0.000000	24.863590	-0.250022	0.000000	0.000000	0.000000	25.206467
20.590000	25.011149	0.000000	-1.324578	0.000000	-522.278073	0.000000	24.847723	-0.250913	0.000000	0.000000	0.000000	25.191198
20.600000	25.008471	0.000000	-1.323549	0.000000	-522.028479	0.000000	24.831857	-0.251803	0.000000	0.000000	0.000000	25.175932
20.610000	25.005792	0.000000	-1.322519	0.000000	-521.778911	0.000000	24.815994	-0.252694	0.000000	0.000000	0.000000	25.160667
20.620000	25.003115	0.000000	-1.321490	0.000000	-521.529370	0.000000	24.800132	-0.253584	0.000000	0.000000	0.000000	25.145403
20.635000	24.999099	0.000000	-1.319945	0.000000	-521.155109	0.000000	24.776344	-0.255366	0.000000	0.000000	0.000000	25.114881
20.645000	24.996423	0.000000	-1.318915	0.000000	-520.905635	0.000000	24.760488	-0.256256	0.000000	0.000000	0.000000	25.099623
20.655000	24.993747	0.000000	-1.317886	0.000000	-520.656187	0.000000	24.744634	-0.257147	0.000000	0.000000	0.000000	25.084366
20.665000	24.991072	0.000000	-1.316855	0.000000	-520.406766	0.000000	24.728781	-0.258038	0.000000	0.000000	0.000000	25.069111
20.675000	24.988398	0.000000	-1.315825	0.000000	-520.157372	0.000000	24.712931	-0.258929	0.000000	0.000000	0.000000	25.053857
20.685000	24.985724	0.000000	-1.314795	0.000000	-519.908005	0.000000	24.697083	-0.259820	0.000000	0.000000	0.000000	25.038605
20.695000	24.983051	0.000000	-1.313765	0.000000	-519.658664	0.000000	24.681237	-0.260712	0.000000	0.000000	0.000000	25.023355
20.705000	24.980378	0.000000	-1.312734	0.000000	-519.409350	0.000000	24.665393	-0.261603	0.000000	0.000000	0.000000	25.008106
20.715000	24.977706	0.000000	-1.311704	0.000000	-519.160062	0.000000	24.649551	-0.262494	0.000000	0.000000	0.000000	24.992859
20.725000	24.975035	0.000000	-1.310673	0.000000	-518.910801	0.000000	24.633711	-0.263386	0.000000	0.000000	0.000000	24.977614
20.735000	24.972364	0.000000	-1.309642	0.000000	-518.661567	0.000000	24.617873	-0.264277	0.000000	0.000000	0.000000	24.962370
20.745000	24.969694	0.000000	-1.308611	0.000000	-518.412359	0.000000	24.602037	-0.265169	0.000000	0.000000	0.000000	24.947128
20.755000	24.967024	0.000000	-1.307580	0.000000	-518.163178	0.000000	24.586203	-0.266060	0.000000	0.000000	0.000000	24.931887
20.770000	24.963021	0.000000	-1.306033	0.000000	-517.789457	0.000000	24.562456	-0.266952	0.000000	0.000000	0.000000	24.916648
20.780000	24.960353	0.000000	-1.305002	0.000000	-517.540342	0.000000	24.546627	-0.267844	0.000000	0.000000	0.000000	24.901411
20.790000	24.957685	0.000000	-1.303970	0.000000	-517.291254	0.000000	24.530800	-0.268736	0.000000	0.000000	0.000000	24.886175
20.800000	24.955019	0.000000	-1.302939	0.000000	-517.042193	0.000000	24.514976	-0.269628	0.000000	0.000000	0.000000	24.870941
20.810000	24.952352	0.000000	-1.301907	0.000000	-516.793158	0.000000	24.499153	-0.270520	0.000000	0.000000	0.000000	24.855709
20.820000	24.949687	0.000000	-1.300875	0.000000	-516.544150	0.000000	24.483332	-0.271412	0.000000	0.000000	0.000000	24.840478
20.830000	24.947021	0.000000	-1.299844	0.000000	-516.295169	0.000000	24.467514	-0.272304	0.000000	0.000000	0.000000	24.825249
20.840000	24.944357	0.000000	-1.298812	0.000000	-516.046214	0.000000	24.451697	-0.273196	0.000000	0.000000	0.000000	24.810021
20.850000	24.941693	0.000000	-1.297780	0.000000	-515.797285	0.000000	24.435882	-0.274088	0.000000	0.000000	0.000000	24.794795
20.865000	24.937698	0.000000	-1.296231	0.000000	-515.423943	0.000000	24.412164	-0.275873	0.000000	0.000000	0.000000	24.764348
20.875000	24.935036	0.000000	-1.295199	0.000000	-515.175081	0.000000	24.396355	-0.276766	0.000000	0.000000	0.000000	24.749127
20.885000	24.932374	0.000000	-1.294166	0.000000	-514.926245	0.000000	24.380547	-0.277658	0.000000	0.000000	0.000000	24.733908
20.895000	24.929713	0.000000	-1.293134	0.000000	-514.677436	0.000000	24.364742	-0.278551	0.000000	0.000000	0.000000	24.718690
20.905000	24.927052	0.000000	-1.292101	0.000000	-514.428654	0.000000	24.348939	-0.279444	0.000000	0.000000	0.000000	24.703474
20.915000	24.924392	0.000000	-1.291068	0.000000	-514.179898	0.000000	24.333137	-0.280337	0.000000	0.000000	0.000000	24.688259
20.925000	24.921732	0.000000	-1.290035	0.000000	-513.931169	0.000000	24.317338	-0.281229	0.000000	0.000000	0.000000	24.673046
20.935000	24.919074	0.000000	-1.289002	0.000000	-513.682466	0.000000	24.301541	-0.282122	0.000000	0.000000	0.000000	24.657835
20.945000	24.916415	0.000000	-1.287969	0.000000	-513.433789	0.000000	24.285745	-0.283016	0.000000	0.000000	0.000000	24.642625
20.955000	24.913758	0.000000	-1.286936	0.000000	-513.185140	0.000000	24.269952	-0.283909	0.000000	0.000000	0.000000	24.627417
20.970000	24.909772	0.000000	-1.285386	0.000000	-512.812215	0.000000	24.246266	-0.284802	0.000000	0.000000	0.000000	24.612211
20.980000	24.907116	0.000000	-1.284353	0.000000	-512.563631	0.000000	24.230478	-0.285695	0.000000	0.000000	0.000000	24.597006
20.990000	24.904460	0.000000	-1.283319	0.000000	-512.315074	0.000000	24.214692	-0.286588	0.000000	0.000000	0.000000	24.581803
21.000000	24.901805	0.000000	-1.282285	0.000000	-512.066543	0.000000	24.198907	-0.287482	0.000000	0.000000	0.000000	24.566601
21.010000	24.899151	0.000000	-1.281252	0.000000	-511.818039	0.000000	24.183125	-0.288375	0.000000	0.000000	0.000000	24.551401
21.020000	24.896497	0.000000	-1.280218	0.000000	-511.569562	0.000000	24.167345	-0.289269	0.000000	0.000000	0.000000	24.536203
21.030000	24.893844	0.000000	-1.279184	0.000000	-511.321110	0.000000	24.151567	-0.290163	0.000000	0.000000	0.000000	24.521006
21.045000	24.889865	0.000000	-1.277633	0.000000	-510.948483	0.000000	24.127904	-0.291950	0.000000	0.000000	0.000000	24.490617
21.055000	24.887213	0.000000	-1.276598	0.000000	-510.700098	0.000000	24.112131	-0.292844	0.000000	0.000000	0.000000	24.475425
21.065000	24.884562	0.000000	-1.275564	0.000000	-510.451739	0.000000	24.096360	-0.293738	0.000000	0.000000	0.000000	24.460235
21.075000	24.881911	0.000000	-1.274530	0.000000	-510.203407	0.000000	24.080591	-0.294632	0.000000	0.000000	0.000000	24.445047
21.085000	24.879261	0.000000	-1.273495	0.000000	-509.955102	0.000000	24.064824	-0.295526	0.000000	0.000000	0.000000	24.429860
21.095000	24.876612	0.000000	-1.272461	0.000000	-509.706822	0.000000	24.049059	-0.296420	0.000000	0.000000	0.000000	24.414674
21.105000	24.873963	0.000000	-1.271426	0.000000	-509.458569	0.000000	24.033296	-0.297315	0.000000	0.000000	0.000000	24.399490
21.115000	24.871315	0.000000	-1.270391	0.000000	-509.210343	0.000000	24.017535	-0.298209	0.000000	0.000000	0.000000	24.384308
21.125000	24.868667	0.000000	-1.269356	0.000000	-508.962143	0.000000	24.001777	-0.299103	0.000000	0.000000	0.000000	24.369128
21.135000	24.866020	0.000000	-1.268321	0.000000	-508.713969	0.000000	23.986020	-0.299998	0.000000	0.000000	0.000000	24.353949
21.145000	24.863373	0.000000	-1.267286	0.000000	-508.465822	0.000000	23.970265	-0.300892	0.000000	0.000000	0.000000	24.338771
21.160000	24.859405	0.000000	-1.265733	0.000000	-508.093650	0.000000	23.946637	-0.301787	0.000000	0.000000	0.000000	24.323596
21.170000	24.856760	0.000000	-1.264698	0.000000	-507.845569	0.000000	23.930887	-0.302682	0.000000	0.000000	0.000000	24.308421
21.180000	24.854115	0.000000	-1.263663	0.000000	-507.597514	0.000000	23.915139	-0.303577	0.000000	0.000000	0.000000	24.293249
21.190000	24.851471	0.000000	-1.262627	0.000000	-507.349485	0.000000	23.899393	-0.304472	0.000000	0.000000	0.000000	24.278078
21.200000	24.848828	0.000000	-1.261592	0.000000	-507.101483	0.000000	23.883650	-0.305366	0.000000	0.000000	0.000000	24.262909
21.210000	24.846185	0.000000	-1.260556	0.000000	-506.853507	0.000000	23.867908	-0.306261	0.000000	0.000000	0.000000	24.247741
21.225000	24.842223	0.000000	-1.259002	0.000000	-506.481592	0.000000	23.844299	-0.308052	0.000000	0.000000	0.000000	24.217411
21.235000	24.839581	0.000000	-1.257966	0.000000	-506.233682	0.000000	23.828563	-0.308947	0.000000	0.000000	0.000000	24.202248
21.245000	24.836941	0.000000	-1.256930	0.000000	-505.985799	0.000000	23.812828	-0.309842	0.000000	0.000000	0.000000	24.187087
21.255000	24.834301	0.000000	-1.255894	0.000000	-505.737941	0.000000	23.797096	-0.310738	0.000000	0.000000	0.000000	24.171927
21.265000	24.831661	0.000000	-1.254858	0.000000	-505.490110	0.000000	23.781365	-0.311633	0.000000	0.000000	0.000000	24.156769
21.275000	24.829022	0.000000	-1.253822	0.000000	-505.242305	0.000000	23.765637	-0.312529	0.000000	0.000000	0.000000	24.141613
21.285000	24.826384	0.000000	-1.252785	0.000000	-504.994527	0.000000	23.749910	-0.313424	0.000000	0.000000	0.000000	24.126458
21.295000	24.823746	0.000000	-1.251749	0.000000	-504.746775	0.000000	23.734185	-0.314320	0.000000	0.000000	0.000000	24.111305
21.305000	24.821109	0.000000	-1.250712	0.000000	-504.499049	0.000000	23.718463	-0.315216	0.000000	0.000000	0.000000	24.096153
21.315000	24.818473	0.000000	-1.249676	0.000000	-504.251349	0.000000	23.702743	-0.316112	0.000000	0.000000	0.000000	24.081003
21.330000	24.814519	0.000000	-1.248121	0.000000	-503.879849	0.000000	23.679166	-0.317008	0.000000	0.000000	0.000000	24.065855
21.335000	24.813201	0.000000	-1.247602	0.000000	-503.756029	0.000000	23.671308	-0.317904	0.000000	0.000000	0.000000	24.050708
21.350000	24.809249	0.000000	-1.246047	0.000000	-503.384608	0.000000	23.647737	-0.318800	0.000000	0.000000	0.000000	24.035563
21.360000	24.806615	0.000000	-1.245010	0.000000	-503.137027	0.000000	23.632025	-0.319696	0.000000	0.000000	0.000000	24.020419
21.370000	24.803982	0.000000	-1.243973	0.000000	-502.889472	0.000000	23.616316	-0.320592	0.000000	0.000000	0.000000	24.005277
21.380000	24.801349	0.000000	-1.242936	0.000000	-502.641943	0.000000	23.600608	-0.321489	0.000000	0.000000	0.000000	23.990137
21.390000	24.798717	0.000000	-1.241898	0.000000	-502.394440	0.000000	23.584903	-0.322385	0.000000	0.000000	0.000000	23.974998
21.400000	24.796086	0.000000	-1.240861	0.000000	-502.146964	0.000000	23.569200	-0.323281	0.000000	0.000000	0.000000	23.959861
21.410000	24.793455	0.000000	-1.239824	0.000000	-501.899514	0.000000	23.553498	-0.324178	0.000000	0.000000	0.000000	23.944726
21.420000	24.790824	0.000000	-1.238786	0.000000	-501.652090	0.000000	23.537799	-0.325075	0.000000	0.000000	0.000000	23.929592
21.435000	24.786880	0.000000	-1.237230	0.000000	-501.281004	0.000000	23.514254	-0.326868	0.000000	0.000000	0.000000	23.899329
21.445000	24.784251	0.000000	-1.236192	0.000000	-501.033645	0.000000	23.498559	-0.327765	0.000000	0.000000	0.000000	23.884200
21.455000	24.781622	0.000000	-1.235154	0.000000	-500.786313	0.000000	23.482867	-0.328662	0.000000	0.000000	0.000000	23.869072
21.465000	24.778994	0.000000	-1.234116	0.000000	-500.539007	0.000000	23.467177	-0.329559	0.000000	0.000000	0.000000	23.853947
21.475000	24.776367	0.000000	-1.233078	0.000000	-500.291728	0.000000	23.451488	-0.330456	0.000000	0.000000	0.000000	23.838822
21.485000	24.773740	0.000000	-1.232040	0.000000	-500.044474	0.000000	23.435802	-0.331353	0.000000	0.000000	0.000000	23.823700
21.495000	24.771114	0.000000	-1.231002	0.000000	-499.797247	0.000000	23.420118	-0.332251	0.000000	0.000000	0.000000	23.808579
21.505000	24.768489	0.000000	-1.229964	0.000000	-499.550046	0.000000	23.404436	-0.333148	0.000000	0.000000	0.000000	23.793459
21.520000	24.764552	0.000000	-1.228407	0.000000	-499.179293	0.000000	23.380916	-0.334045	0.000000	0.000000	0.000000	23.778341
21.530000	24.761928	0.000000	-1.227368	0.000000	-498.932158	0.000000	23.365239	-0.334943	0.000000	0.000000	0.000000	23.763225
21.540000	24.759304	0.000000	-1.226330	0.000000	-498.685048	0.000000	23.349563	-0.335840	0.000000	0.000000	0.000000	23.748110
21.550000	24.756681	0.000000	-1.225291	0.000000	-498.437965	0.000000	23.333890	-0.336738	0.000000	0.000000	0.000000	23.732997
21.560000	24.754059	0.000000	-1.224253	0.000000	-498.190908	0.000000	23.318219	-0.337636	0.000000	0.000000	0.000000	23.717886
21.570000	24.751437	0.000000	-1.223214	0.000000	-497.943877	0.000000	23.302550	-0.338533	0.000000	0.000000	0.000000	23.702776
21.580000	24.748816	0.000000	-1.222175	0.000000	-497.696872	0.000000	23.286882	-0.339431	0.000000	0.000000	0.000000	23.687668
21.590000	24.746195	0.000000	-1.221136	0.000000	-497.449893	0.000000	23.271217	-0.340329	0.000000	0.000000	0.000000	23.672561
21.600000	24.743575	0.000000	-1.220097	0.000000	-497.202941	0.000000	23.255554	-0.341227	0.000000	0.000000	0.000000	23.657456
21.610000	24.740956	0.000000	-1.219058	0.000000	-496.956014	0.000000	23.239892	-0.342125	0.000000	0.000000	0.000000	23.642352
21.625000	24.737028	0.000000	-1.217500	0.000000	-496.585673	0.000000	23.216404	-0.343922	0.000000	0.000000	0.000000	23.612150
21.635000	24.734410	0.000000	-1.216460	0.000000	-496.338812	0.000000	23.200748	-0.344820	0.000000	0.000000	0.000000	23.597052
21.645000	24.731793	0.000000	-1.215421	0.000000	-496.091977	0.000000	23.185094	-0.345719	0.000000	0.000000	0.000000	23.581954
21.655000	24.729176	0.000000	-1.214382	0.000000	-495.845168	0.000000	23.169442	-0.346617	0.000000	0.000000	0.000000	23.566859
21.665000	24.726559	0.000000	-1.213342	0.000000	-495.598385	0.000000	23.153791	-0.347516	0.000000	0.000000	0.000000	23.551765
21.675000	24.723944	0.000000	-1.212303	0.000000	-495.351628	0.000000	23.138143	-0.348414	0.000000	0.000000	0.000000	23.536673
21.685000	24.721329	0.000000	-1.211263	0.000000	-495.104897	0.000000	23.122497	-0.349313	0.000000	0.000000	0.000000	23.521582
21.695000	24.718714	0.000000	-1.210224	0.000000	-494.858193	0.000000	23.106853	-0.350212	0.000000	0.000000	0.000000	23.506493
21.705000	24.716100	0.000000	-1.209184	0.000000	-494.611514	0.000000	23.091210	-0.351111	0.000000	0.000000	0.000000	23.491406
21.715000	24.713487	0.000000	-1.208144	0.000000	-494.364862	0.000000	23.075570	-0.352010	0.000000	0.000000	0.000000	23.476320
21.725000	24.710874	0.000000	-1.207104	0.000000	-494.118235	0.000000	23.059932	-0.352909	0.000000	0.000000	0.000000	23.461235
21.735000	24.708262	0.000000	-1.206064	0.000000	-493.871635	0.000000	23.044295	-0.353808	0.000000	0.000000	0.000000	23.446153
21.745000	24.705650	0.000000	-1.205024	0.000000	-493.625060	0.000000	23.028661	-0.354707	0.000000	0.000000	0.000000	23.431071
21.755000	24.703039	0.000000	-1.203984	0.000000	-493.378512	0.000000	23.013029	-0.355607	0.000000	0.000000	0.000000	23.415992
21.770000	24.699123	0.000000	-1.202424	0.000000	-493.008738	0.000000	22.989584	-0.356506	0.000000	0.000000	0.000000	23.400914
21.780000	24.696514	0.000000	-1.201384	0.000000	-492.762255	0.000000	22.973957	-0.357405	0.000000	0.000000	0.000000	23.385838
21.790000	24.693905	0.000000	-1.200343	0.000000	-492.515798	0.000000	22.958332	-0.358305	0.000000	0.000000	0.000000	23.370763
21.800000	24.691296	0.000000	-1.199303	0.000000	-492.269366	0.000000	22.942708	-0.359205	0.000000	0.000000	0.000000	23.355690
21.810000	24.688688	0.000000	-1.198263	0.000000	-492.022961	0.000000	22.927087	-0.360104	0.000000	0.000000	0.000000	23.340618
21.825000	24.684777	0.000000	-1.196702	0.000000	-491.653402	0.000000	22.903659	-0.361904	0.000000	0.000000	0.000000	23.310480
21.835000	24.682171	0.000000	-1.195661	0.000000	-491.407062	0.000000	22.888042	-0.362804	0.000000	0.000000	0.000000	23.295413
21.845000	24.679565	0.000000	-1.194620	0.000000	-491.160748	0.000000	22.872428	-0.363704	0.000000	0.000000	0.000000	23.280348
21.855000	24.676960	0.000000	-1.193580	0.000000	-490.914459	0.000000	22.856816	-0.364604	0.000000	0.000000	0.000000	23.265284
21.865000	24.674355	0.000000	-1.192539	0.000000	-490.668197	0.000000	22.841205	-0.365504	0.000000	0.000000	0.000000	23.250222
21.875000	24.671751	0.000000	-1.191498	0.000000	-490.421961	0.000000	22.825597	-0.366404	0.000000	0.000000	0.000000	23.235161
21.885000	24.669147	0.000000	-1.190457	0.000000	-490.175750	0.000000	22.809990	-0.367305	0.000000	0.000000	0.000000	23.220103
21.895000	24.666544	0.000000	-1.189416	0.000000	-489.929566	0.000000	22.794386	-0.368205	0.000000	0.000000	0.000000	23.205045
21.905000	24.663941	0.000000	-1.188375	0.000000	-489.683407	0.000000	22.778784	-0.369105	0.000000	0.000000	0.000000	23.189990
21.920000	24.660039	0.000000	-1.186813	0.000000	-489.314218	0.000000	22.755384	-0.370006	0.000000	0.000000	0.000000	23.174935
21.930000	24.657438	0.000000	-1.185772	0.000000	-489.068125	0.000000	22.739786	-0.370907	0.000000	0.000000	0.000000	23.159883
21.940000	24.654837	0.000000	-1.184730	0.000000	-488.822057	0.000000	22.724191	-0.371807	0.000000	0.000000	0.000000	23.144832
21.950000	24.652237	0.000000	-1.183689	0.000000	-488.576015	0.000000	22.708597	-0.372708	0.000000	0.000000	0.000000	23.129783
21.960000	24.649638	0.000000	-1.182647	0.000000	-488.330000	0.000000	22.693006	-0.373609	0.000000	0.000000	0.000000	23.114735
21.970000	24.647039	0.000000	-1.181606	0.000000	-488.084010	0.000000	22.677416	-0.374510	0.000000	0.000000	0.000000	23.099689
21.980000	24.644441	0.000000	-1.180564	0.000000	-487.838046	0.000000	22.661829	-0.375411	0.000000	0.000000	0.000000	23.084644
21.990000	24.641843	0.000000	-1.179523	0.000000	-487.592108	0.000000	22.646243	-0.376312	0.000000	0.000000	0.000000	23.069601
22.000000	24.639246	0.000000	-1.178481	0.000000	-487.346196	0.000000	22.630659	-0.377213	0.000000	0.000000	0.000000	23.054560
22.010000	24.636650	0.000000	-1.177439	0.000000	-487.100309	0.000000	22.615078	-0.378115	0.000000	0.000000	0.000000	23.039520
22.020000	24.634054	0.000000	-1.176397	0.000000	-486.854449	0.000000	22.599498	-0.379016	0.000000	0.000000	0.000000	23.024482
22.035000	24.630161	0.000000	-1.174834	0.000000	-486.485707	0.000000	22.576132	-0.380819	0.000000	0.000000	0.000000	22.994410
22.045000	24.627566	0.000000	-1.173792	0.000000	-486.239911	0.000000	22.560558	-0.381721	0.000000	0.000000	0.000000	22.979376
22.055000	24.624972	0.000000	-1.172750	0.000000	-485.994141	0.000000	22.544985	-0.382622	0.000000	0.000000	0.000000	22.964344
22.065000	24.622379	0.000000	-1.171708	0.000000	-485.748397	0.000000	22.529414	-0.383524	0.000000	0.000000	0.000000	22.949314
22.075000	24.619786	0.000000	-1.170666	0.000000	-485.502679	0.000000	22.513846	-0.384426	0.000000	0.000000	0.000000	22.934285
22.085000	24.617194	0.000000	-1.169624	0.000000	-485.256987	0.000000	22.498279	-0.385328	0.000000	0.000000	0.000000	22.919258
22.095000	24.614602	0.000000	-1.168581	0.000000	-485.011321	0.000000	22.482714	-0.386230	0.000000	0.000000	0.000000	22.904233
22.105000	24.612011	0.000000	-1.167539	0.000000	-484.765680	0.000000	22.467151	-0.387132	0.000000	0.000000	0.000000	22.889208
22.120000	24.608126	0.000000	-1.165975	0.000000	-484.397268	0.000000	22.443811	-0.388034	0.000000	0.000000	0.000000	22.874186
22.130000	24.605536	0.000000	-1.164933	0.000000	-484.151692	0.000000	22.428253	-0.388936	0.000000	0.000000	0.000000	22.859165
22.140000	24.602947	0.000000	-1.163890	0.000000	-483.906142	0.000000	22.412697	-0.389839	0.000000	0.000000	0.000000	22.844146
22.150000	24.600358	0.000000	-1.162847	0.000000	-483.660617	0.000000	22.397143	-0.390741	0.000000	0.000000	0.000000	22.829128
22.160000	24.597770	0.000000	-1.161805	0.000000	-483.415119	0.000000	22.381591	-0.391643	0.000000	0.000000	0.000000	22.814112
22.170000	24.595183	0.000000	-1.160762	0.000000	-483.169646	0.000000	22.366041	-0.392546	0.000000	0.000000	0.000000	22.799098
22.180000	24.592596	0.000000	-1.159719	0.000000	-482.924199	0.000000	22.350493	-0.393449	0.000000	0.000000	0.000000	22.784085
22.190000	24.590010	0.000000	-1.158676	0.000000	-482.678778	0.000000	22.334947	-0.394351	0.000000	0.000000	0.000000	22.769073
22.200000	24.587424	0.000000	-1.157633	0.000000	-482.433383	0.000000	22.319403	-0.395254	0.000000	0.000000	0.000000	22.754063
22.210000	24.584839	0.000000	-1.156590	0.000000	-482.188013	0.000000	22.303861	-0.396157	0.000000	0.000000	0.000000	22.739055
22.225000	24.580962	0.000000	-1.155025	0.000000	-481.820007	0.000000	22.280552	-0.397963	0.000000	0.000000	0.000000	22.709043
